Department,gender,HSC,SSC,Income,Hometown,Computer,test preparation course,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall,race/ethnicity,parental level of education,lunch,math score,reading score,writing score
English,Female,4.25,5.0,"Lower middle (15,000-30,000)",City,4.0,2-3 Hours,2-3 Hours,80%-100%,No,4.0,No,10th,3.85,3.74,Missing,Missing,Missing,0,0,0
English,Female,4.58,5.0,"Lower middle (15,000-30,000)",Village,5.0,2-3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,3rd,3.83,3.83,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Female,4.67,4.56,"Upper middle (30,000-50,000)",City,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,4.0,No,2nd,2.5,2.5,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Female,4.5,4.28,"Lower middle (15,000-30,000)",Village,2.0,2-3 Hours,0-1 Hour,80%-100%,No,2.0,Yes,2nd,3.17,3.17,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Female,3.08,3.33,"Lower middle (15,000-30,000)",Village,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,No,3rd,2.17,3.5,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Female,2.85,3.64,"Low (Below 15,000)",City,4.0,2-3 Hours,More than 3 Hours,80%-100%,Yes,3.0,Yes,6th,3.5,3.67,Missing,Missing,Missing,0,0,0
Political Science,Female,5.0,4.89,"High (Above 50,000)",Village,2.0,2-3 Hours,2-3 Hours,80%-100%,No,2.0,Yes,3rd,3.88,3.88,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.5,4.75,"Upper middle (30,000-50,000)",Village,1.0,More than 3 Hours,More than 3 Hours,60%-79%,No,3.0,No,5th,2.44,2.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,5.0,5.0,"Lower middle (15,000-30,000)",Village,3.0,More than 3 Hours,More than 3 Hours,80%-100%,Yes,3.0,Yes,4th,2.41,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.5,4.75,"Lower middle (15,000-30,000)",Village,3.0,More than 3 Hours,More than 3 Hours,60%-79%,No,2.0,No,8th,1.52,2.846,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,More than 3 Hours,More than 3 Hours,80%-100%,No,4.0,No,10th,3.17,3.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.5,4.75,"Upper middle (30,000-50,000)",Village,1.0,More than 3 Hours,More than 3 Hours,80%-100%,No,4.0,No,8th,3.11,3.26,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,More than 3 Hours,More than 3 Hours,80%-100%,No,3.0,No,10th,3.33,3.28,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,More than 3 Hours,More than 3 Hours,80%-100%,No,4.0,No,8th,3.55,3.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.5,4.75,"Upper middle (30,000-50,000)",Village,3.0,More than 3 Hours,More than 3 Hours,80%-100%,No,4.0,No,8th,3.27,3.43,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,3.5,4.81,"Lower middle (15,000-30,000)",Village,4.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,9th,3.8,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.33,5.0,"High (Above 50,000) ",City,3.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,7th,3.81,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.25,5.0,"Upper middle (30,000-50,000)",Village,5.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,6th,3.81,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,No,10th,3.42,3.55,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.08,5.0,"Lower middle (15,000-30,000)",Village,4.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,3.81,3.81,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.08,4.82,"Lower middle (15,000-30,000)",City,5.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,3.81,3.81,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.5,4.95,"Upper middle (30,000-50,000)",City,5.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,3.81,3.81,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.17,5.0,"Lower middle (15,000-30,000)",City,5.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,3.81,3.81,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,4.33,4.59,"High (Above 50,000)",City,5.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,3.81,3.81,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Female,5.0,5.0,"Low (Below 15,000)",Village,1.0,More than 3 Hours,2-3 Hours,80%-100%,No,1.0,No,2nd,3.91,3.91,Missing,Missing,Missing,0,0,0
English,Female,3.5,4.2,"Upper middle (30,000-50,000)",City,2.0,More than 3 Hours,More than 3 Hours,60%-79%,No,2.0,Yes,6th,3.25,3.15,Missing,Missing,Missing,0,0,0
English,Female,5.0,5.0,"Lower middle (15,000-30,000)",Village,1.0,More than 3 Hours,2-3 Hours,80%-100%,No,3.0,Yes,5th,3.43,3.47,Missing,Missing,Missing,0,0,0
English,Female,4.25,4.68,"High (Above 50,000)",City,5.0,More than 3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,3rd,3.71,3.75,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Female,4.5,4.34,"High (Above 50,000)",Village,3.0,More than 3 Hours,0-1 Hour,80%-100%,No,5.0,Yes,2nd,3.5,3.5,Missing,Missing,Missing,0,0,0
Law and Human Rights,Female,5.0,5.0,"Low (Below 15,000)",Village,1.0,More than 3 Hours,2-3 Hours,80%-100%,No,4.0,Yes,2nd,3.69,3.69,Missing,Missing,Missing,0,0,0
Political Science,Female,3.5,4.0,"Upper middle (30,000-50,000)",City,2.0,More than 3 Hours,More than 3 Hours,80%-100%,Yes,5.0,No,10th,3.15,2.85,Missing,Missing,Missing,0,0,0
Sociology,Female,3.83,5.0,"Lower middle (15,000-30,000)",Village,3.0,More than 3 Hours,2-3 Hours,80%-100%,No,4.0,Yes,12th,4.0,3.86,Missing,Missing,Missing,0,0,0
Business Administration,Male,5.0,4.83,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,4.0,Yes,3rd,4.0,3.72,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.75,4.05,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,Below 40%,No,4.0,No,2nd,1.0,1.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,5.0,"High (Above 50,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,No,2nd,1.06,1.06,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.32,4.5,"Low (Below 15,000) ",City,4.0,0-1 Hour,More than 3 Hours,Below 40%,No,3.0,Yes,5th,1.42,1.44,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,5.0,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,Below 40%,No,4.0,No,2nd,1.56,1.56,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.58,4.56,"Upper middle (30,000-50,000)",Village,4.0,0-1 Hour,More than 3 Hours,Below 40%,No,4.0,No,9th,1.57,1.57,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,Yes,8th,1.57,1.57,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Upper middle (30,000-50,000)",Village,1.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,No,8th,1.0,1.6,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.83,5.0,"Low (Below 15,000)",Village,2.0,0-1 Hour,More than 3 Hours,Below 40%,No,4.0,No,2nd,1.62,1.62,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,4.64,"Lower middle (15,000-30,000) ",City,5.0,0-1 Hour,More than 3 Hours,Below 40%,No,4.0,No,2nd,1.69,1.69,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,No,2nd,1.69,1.72,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,4.72,"High (Above 50,000)",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,No,5th,1.33,1.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,5.0,"High (Above 50,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,Yes,2nd,1.75,1.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,5.0,"Low (Below 15,000)",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,No,2nd,1.25,1.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,4.86,"Lower middle (15,000-30,000)",City,2.0,0-1 Hour,0-1 Hour,80%-100%,No,3.0,Yes,3rd,1.79,1.8,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,5.0,"Lower middle (15,000-30,000)",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,No,2nd,1.63,1.86,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.75,4.73,"Upper middle (30,000-50,000)",Village,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,Yes,2nd,1.88,1.88,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,5.0,"Upper middle (30,000-50,000)",City,1.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,5th,1.89,1.89,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.2,5.0,"Upper middle (30,000-50,000)",City,4.0,0-1 Hour,More than 3 Hours,Below 40%,No,4.0,No,9th,1.45,1.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.0,4.06,"Low (Below 15,000)",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,1.92,1.92,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,5.0,"Lower middle (15,000-30,000)",City,3.0,0-1 Hour,0-1 Hour,60%-79%,No,2.0,No,11th,2.33,2.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Low (Below 15,000) ",Village,1.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,No,5th,1.5,2.02,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,No,8th,1.64,2.1,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,4.78,"High (Above 50,000)",Village,2.0,0-1 Hour,More than 3 Hours,Below 40%,No,4.0,No,5th,1.33,2.1,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,5.0,"High (Above 50,000)",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,Yes,4.0,No,10th,2.23,2.17,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.23,4.33,"Low (Below 15,000)",City,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,3rd,2.17,2.17,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,2.17,4.33,"Upper middle (30,000-50,000)",Village,1.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,3rd,2.08,2.17,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,4.28,"Upper middle (30,000-50,000)",City,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,Yes,5th,1.94,2.2,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.8,4.94,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,9th,2.0,2.22,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.25,4.94,"High (Above 50,000)",Village,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,9th,2.25,2.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.72,"Upper middle (30,000-50,000)",Village,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.25,2.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.42,4.78,"Lower middle (15,000-30,000)",Village,2.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.25,2.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.33,4.19,"High (Above 50,000)",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,9th,2.3,2.3,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.75,5.0,"Lower middle (15,000-30,000)",City,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,3.0,No,2nd,2.31,2.31,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,5.0,"High (Above 50,000)",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.31,2.31,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.08,4.22,"Lower middle (15,000-30,000)",Village,1.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,3rd,2.33,2.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,4.91,"Upper middle (30,000-50,000)",City,2.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,3rd,2.33,2.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,4.75,"High (Above 50,000)",City,3.0,0-1 Hour,More than 3 Hours,40%-59%,Yes,4.0,No,9th,2.39,2.35,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.56,4.82,"Lower middle (15,000-30,000)",Village,5.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,Yes,8th,2.35,2.35,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,4.72,"High (Above 50,000)",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,5.0,Yes,6th,2.35,2.35,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,5.0,"Lower middle (15,000-30,000)",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.38,2.38,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,4.32,"Upper middle (30,000-50,000)",Village,2.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.38,2.38,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,4.82,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.44,2.44,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,5.0,"Lower middle (15,000-30,000)",City,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,3.0,No,2nd,2.44,2.44,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.86,5.0,"Lower middle (15,000-30,000)",City,4.0,0-1 Hour,More than 3 Hours,80%-100%,Yes,3.0,No,11th,2.35,2.45,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,2.92,4.75,"Lower middle (15,000-30,000)",City,5.0,0-1 Hour,More than 3 Hours,60%-79%,Yes,4.0,No,8th,2.73,2.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,5.0,"High (Above 50,000) ",Village,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.5,2.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,4.78,"High (Above 50,000)",City,3.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,Yes,4th,2.24,2.55,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.67,5.0,"High (Above 50,000)",City,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.56,2.56,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,4.82,"Lower middle (15,000-30,000)",Village,1.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.56,2.56,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.75,4.11,"Lower middle (15,000-30,000)",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.56,2.56,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,2.94,4.39,"High (Above 50,000) ",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.64,2.64,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.59,5.0,"Low (Below 15,000)",Village,2.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.69,2.69,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.0,4.33,"High (Above 50,000)",Village,1.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.69,2.69,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,5.0,"Lower middle (15,000-30,000) ",City,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.69,2.69,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,5.0,"High (Above 50,000) ",City,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,2nd,2.69,2.69,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,5.0,"Low (Below 15,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,10th,2.88,2.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,4.0,0-1 Hour,More than 3 Hours,60%-79%,Yes,4.0,No,9th,2.83,2.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,5.0,"Upper middle (30,000-50,000)",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,3rd,2.83,2.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,5.0,"Lower middle (15,000-30,000)",Village,1.0,0-1 Hour,More than 3 Hours,80%-100%,No,3.0,Yes,10th,2.89,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.3,4.75,"Lower middle (15,000-30,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,10th,2.88,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.13,"Lower middle (15,000-30,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,10th,2.82,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.95,5.0,"Lower middle (15,000-30,000)",City,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,10th,2.88,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.44,4.38,"Upper middle (30,000-50,000)",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,9th,2.81,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.75,5.0,"Upper middle (30,000-50,000)",City,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,8th,2.84,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.58,4.61,"Low (Below 15,000)",City,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,8th,2.81,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,4.94,"Low (Below 15,000) ",Village,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,Yes,8th,2.84,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.5,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,7th,2.75,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,2.67,4.11,"Upper middle (30,000-50,000)",Village,5.0,0-1 Hour,More than 3 Hours,60%-79%,Yes,4.0,No,6th,2.75,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,4.44,"Lower middle (15,000-30,000)  ",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,6th,2.8,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.75,5.0,"Low (Below 15,000) ",Village,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,Yes,5th,2.88,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.75,4.78,"Upper middle (30,000-50,000)",City,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,Yes,5th,2.75,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,5.0,"High (Above 50,000)",Village,1.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,5th,2.77,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.89,"High (Above 50,000)",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,3rd,2.75,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,4.77,"High (Above 50,000)",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,3rd,2.83,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,5.0,"Upper middle (30,000-50,000)",Village,1.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,2.75,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,5.0,"Upper middle (30,000-50,000)",City,1.0,0-1 Hour,0-1 Hour,60%-79%,No,1.0,No,11th,2.27,2.79,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,4.83,"Lower middle (15,000-30,000)",Village,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,Yes,2nd,2.81,2.81,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.25,4.36,"Low (Below 15,000)",Village,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,Yes,2nd,2.81,2.81,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,5.0,"High (Above 50,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,6th,2.94,2.84,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.42,4.33,"Upper middle (30,000-50,000)",City,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,6th,2.94,2.84,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.58,4.68,"Lower middle (15,000-30,000)",City,1.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,2.88,2.88,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.67,5.0,"Lower middle (15,000-30,000)",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,3.0,No,2nd,2.88,2.88,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.57,4.95,"Lower middle (15,000-30,000)",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,3.0,No,2nd,2.88,2.88,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,5.0,"Upper middle (30,000-50,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,9th,2.91,2.89,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,4.78,"High (Above 50,000)",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,7th,2.92,2.89,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.58,4.88,"High (Above 50,000)",Village,2.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,7th,2.92,2.89,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.7,"Low (Below 15,000)",Village,1.0,0-1 Hour,2-3 Hours,60%-79%,No,3.0,Yes,11th,2.46,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.58,4.0,"High (Above 50,000)",Village,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,10th,2.66,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.1,3.75,"Lower middle (15,000-30,000)",City,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,9th,2.57,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.33,4.61,"High (Above 50,000) ",Village,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,9th,2.44,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,3.06,"High (Above 50,000)",Village,5.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,Yes,8th,2.55,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,4.61,"Upper middle (30,000-50,000)",City,5.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,8th,2.64,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.67,4.75,"High (Above 50,000) ",Village,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,7th,2.6,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.28,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,7th,2.6,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,5.0,"High (Above 50,000)",City,5.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,6th,2.5,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.17,4.67,"High (Above 50,000)  ",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,6th,2.41,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,2.59,4.88,"High (Above 50,000) ",City,5.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,6th,2.55,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.33,3.78,"Lower middle (15,000-30,000)",Village,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,6th,2.69,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,4.61,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,5th,2.5,2.9,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.85,5.0,"Lower middle (15,000-30,000)",City,4.0,0-1 Hour,More than 3 Hours,40%-59%,No,4.0,No,3rd,2.42,2.9,Missing,Missing,Missing,0,0,0
